name	n_hab_planets	n_stars	n_planets	discovery_method	temperature	metalicity	radius	period	declination	eccentricity	
HD_141399	1	1	4	RV	None	None	None	202.08	+46 59 11	0.05	
HD_141399	1	1	4	RV	None	None	None	1070.35	+46 59 11	0.06	
HD_141399	1	1	4	RV	None	None	None	3717.35	+46 59 11	0	
HD_141937	1	1	1	RV	215.8	None	None	653.22	-18 26 09	0.41	
HD_142022	0	2	1	RV	112.3	None	None	1928	-84 13 53	0.53	
HD_142245	1	1	1	RV	292.8	None	None	1299	+15 25 50	0	
HD_142415	1	1	1	RV	250.5	None	None	386.3	-60 12 00	0.5	
HD_142	1	2	2	RV	249.8	None	None	349.7	-49 04 30	0.17	
HD_142	1	2	2	RV	None	None	None	6005	-49 04 30	0.21	
HD_143361	0	1	1	RV	161.0	None	None	1057	-44 26 04	0.15	
HD_145377	0	1	1	RV	421.8	None	None	103.95	-27 04 41	0.307	
HD_145457	0	1	1	RV	756.4	None	None	176.3	+26 44 34	0.112	
HD_145934	1	1	1	RV	None	None	None	2730	+13 14 22.1	0.053	
HD_1461	0	1	2	RV	1054.8	None	None	5.7727	-08 03 11	0.14	
HD_1461	0	1	2	RV	795.9	None	None	13.505	-08 03 11	0.0	
HD_147018	0	1	2	RV	481.2	None	None	44.236	-61 41 20	0.4686	
HD_147018	0	1	2	RV	171.9	None	None	1008	-61 41 20	0.133	
HD_147513	1	2	1	RV	None	None	None	528.4	-39 11 34	0.26	
HD_148156	1	1	1	RV	191.9	None	None	1010	-46 19 03	0.52	
HD_148427	0	1	1	RV	413.8	None	None	331.5	-13 23 59	0.16	
HD_149026	0	1	1	transit	1601.5	None	0.718	2.8758916	+38 20 50	0.0	
HD_149143	0	1	1	RV	1389.4	None	None	4.088	+02 05 05	0.0	
HD_1502	0	1	1	RV	412.3	None	None	431.8	+14 03 17	0.101	
HD_150433	0	1	1	RV	182.8	None	None	1096.2	-02 51 26	0.0	
HD_150706	0	1	1	RV	None	None	None	5894	+79 47 23	0.38	
HD_152079	0	1	1	RV	149.6	None	None	2097	-46 19 51	0.6	
HD_152581	1	1	1	RV	408.1	None	None	689	+11 58 25	0	
HD_153950	1	1	1	RV	272.1	None	None	499.4	-43 18 35	0.34	
HD_154088	0	1	1	RV	643.6	None	None	18.596	-28 34 58	0.38	
HD_154345	0	1	1	RV	106.4	None	None	3538	+47 04 55	0.26	
HD_154672	0	1	1	RV	357.1	None	None	163.91	-56 26 57	0.61	
HD_154857	1	1	2	RV	336.0	None	None	408.6	-56 40 50	0.46	
HD_154857	1	1	2	RV	None	None	None	3452	-56 40 50	0.06	
HD_155358	2	1	2	RV	377.6	None	None	194.3	+33 21 21	0.17	
HD_155358	2	1	2	RV	299.1	None	None	391.9	+33 21 21	0.16	
HD_156279	0	1	1	RV	327.8	None	None	131.05	+63 21 08	0.708	
HD_156411	1	1	1	RV	278.0	None	None	842.2	-48 32 58	0.22	
HD_156668	0	1	1	RV	811.5	None	None	4.646	+29 13 38	0.0	
HD_156846	0	2	1	RV	None	None	None	359.5546	-19 20 01.4991	0.84785	
HD_157172	0	1	1	RV	347.9	None	None	104.84	-19 36 58	0.46	
HD_158038	0	1	1	RV	381.6	None	None	521	+27 18 12	0.291	
HD_159243	0	1	2	RV	None	None	None	12.620	+05 42 02.6391	0.02	
HD_159243	0	1	2	RV	None	None	None	248.4	+05 42 02.6391	0.075	
HD_159868	2	1	2	RV	224.9	None	None	1178.4	-43 08 44	0.01	
HD_159868	2	1	2	RV	336.8	None	None	352.3	-43 08 44	0.15	
HD_1605	2	1	2	RV	None	None	None	577.9	+30 58 29.2948	0.078	
HD_1605	2	1	2	RV	None	None	None	2111	+30 58 29.2948	0.098	
HD_16141	0	2	1	RV	410.3	None	None	75.82	-03 33 38	0.28	
HD_16175	1	1	1	RV	243.7	None	None	990	+42 03 45	0.59	
HD_162020	0	1	1	RV	656.4	None	None	8.428198	-40 19 06	0.277	
HD_163607	0	1	2	RV	499.8	None	None	75.229	+56 23 31	0.73	
HD_163607	0	1	2	RV	200.4	None	None	1314	+56 23 31	0.12	
HD_16417	0	1	1	RV	875.5	None	None	17.24	-34 34 41	0.2	
HD_164509	1	1	1	RV	286.2	None	None	282.4	+00 06 16	0.26	
HD_164604	1	1	1	RV	157.4	None	None	606.4	-28 33 38	0.24	
HD_164922	0	1	1	RV	155.0	None	None	1155	+26 18 46	0.05	
HD_1666	0	1	1	RV	None	None	None	270.0	-19 55 52.4083	0.63	
HD_166724	0	1	1	RV	None	None	None	5144	-42 34 31	0.734	
HD_167042	0	1	1	RV	402.5	None	None	416.1	+54 17 12	0.03	
HD_168443	0	1	2	RV	549.0	None	None	58.11247	-09 35 34	0.52883	
HD_168443	0	1	2	RV	179.3	None	None	1749.83	-09 35 34	0.2113	
HD_168746	0	1	1	RV	1026.4	None	None	6.403	-11 55 21	0.081	
HD_1690	1	1	1	RV	674.4	None	None	533	-08 16 52	0.64	
HD_169830	1	1	2	RV	413.9	None	None	229.9	-29 49 00	0.35	
HD_169830	1	1	2	RV	196.1	None	None	2102	-29 49 00	0.33	
HD_170469	1	1	1	RV	188.9	None	None	1145	+11 41 44	0.11	
HD_17092	0	1	1	RV	513.6	None	None	359.9	+49 39 11	0.166	
HD_171028	1	1	1	RV	296.2	None	None	550	+06 56 45	0.59	
HD_171238	0	1	1	RV	152.4	None	None	1523	-28 04 20	0.4	
HD_17156	0	1	1	transit	790.5	None	1.095	21.2163979	+71 45 12	0.6768	
HD_173416	0	1	1	RV	702.5	None	None	323.6	+36 33 24	0.21	
HD_175167	0	1	1	RV	154.0	None	None	1290	-69 56 39	0.54	
HD_175541	0	1	1	RV	428.3	None	None	297.3	+04 15 55	0.33	
HD_176051	1	1	1	RV	None	None	None	1016	+32 54 05	0.0	
HD_177830	0	2	2	RV	None	None	None	406.6	+25 55 14	0.0009	
HD_177830	0	2	2	RV	None	None	None	110.9	+25 55 14	0.3495	
HD_178911	0	3	1	RV	469.8	None	None	71.487	+34 35 59	0.1243	
HD_179079	0	1	1	RV	925.0	None	None	14.476	-02 38 18	0.115	
HD_179949	0	1	1	RV	1419.4	None	None	3.0925	-24 10 45	0.022	
HD_180314	0	1	1	RV	553.4	None	None	396.03	+31 51 37	0.257	
HD_180902	0	1	1	RV	380.7	None	None	479	-23 33 29	0.09	
HD_181342	0	1	1	RV	354.7	None	None	663	-23 37 10	0.177	
HD_181433	0	1	3	RV	660.5	None	None	9.3743	-66 28 08	0.396	
HD_181433	0	1	3	RV	141.6	None	None	962	-66 28 08	0.28	
HD_181433	0	1	3	RV	107.3	None	None	2172	-66 28 08	0.48	
HD_181720	0	1	1	RV	225.0	None	None	956	-32 55 09	0.26	
HD_183263	1	1	2	RV	230.5	None	None	626.5	+08 21 28	0.357	
HD_183263	1	1	2	RV	138.0	None	None	2950	+08 21 28	0.253	
HD_185269	0	1	1	RV	1295.4	None	None	6.838	+28 30 00	0.3	
HD_187085	1	1	1	RV	215.5	None	None	986	-37 46 50	0.47	
HD_187123	0	1	2	RV	1320.4	None	None	3.0965828	+34 25 15	0.01	
HD_187123	0	1	2	RV	122.7	None	None	3810	+34 25 15	0.252	
HD_18742	1	1	1	RV	354.4	None	None	772	+20 49 12	0	
HD_188015	1	2	1	RV	None	None	None	456.46	+28 06 01	0.15	
HD_189567	0	1	1	RV	769.4	None	None	14.275	-67 19 15	0.23	
HD_189733	0	2	1	transit	1099.7	None	1.138	2.21857312	+22 42 39	0.0041	
HD_190647	1	1	1	RV	209.5	None	None	1038.1	-35 32 19	0.18	
HD_190984	0	1	1	RV	136.2	None	None	4885	-64 37 14	0.57	
HD_192263	0	1	1	RV	484.5	None	None	24.3587	-00 52 01	0.008	
HD_192699	0	1	1	RV	439.9	None	None	351.5	+04 34 51	0.149	
HD_195019	0	2	1	RV	None	None	None	18.20163	+18 46 12	0.014	
HD_196050	1	3	1	RV	186.7	None	None	1316.24	-60 38 04	0.21	
HD_196067	0	1	1	RV	177.2	None	None	3638	-75 21 03	0.66	
HD_196885	1	2	1	RV	228.4	None	None	1326	+11 14 58	0.48	
HD_197037	1	1	1	RV	200.0	None	None	1035.7	+42 14 55	0.22	
HD_19994	1	2	1	RV	None	None	None	535.7	-01 11 45	0.3	
HD_20003	0	1	2	RV	751.7	None	None	11.849	-72 19 19	0.4	
HD_20003	0	1	2	RV	534.5	None	None	33.823	-72 19 19	0.16	
HD_200964	2	1	2	RV	373.1	None	None	613.8	+03 48 11	0.04	
HD_200964	2	1	2	RV	337.4	None	None	825	+03 48 11	0.181	
HD_202206	0	1	2	RV	277.6	None	None	255.87	-20 47 21	0.435	
HD_202206	0	1	2	RV	159.6	None	None	1383.4	-20 47 21	0.267	
HD_20367	1	1	1	RV	261.6	None	None	500	+31 07 37	0.23	
HD_2039	0	1	1	RV	188.3	None	None	1183	-56 39 00	0.67	
HD_204313	0	1	3	RV	153.8	None	None	1920.1	-21 43 35	0.23	
HD_204313	0	1	3	RV	585.7	None	None	34.873	-21 43 35	0.17	
HD_204313	0	1	3	RV	135.1	None	None	2831.6	-21 43 35	0.28	
HD_204941	0	1	1	RV	117.2	None	None	1733	-20 57 27	0.37	
HD_205739	0	1	1	RV	330.2	None	None	279.8	-31 44 15	0.27	
HD_206610	1	1	1	RV	408.1	None	None	610	-07 24 30	0.229	
HD_20782	1	2	3	RV	211.4	None	None	591.9	-28 51 14	0.97	
HD_20782	1	2	3	RV	509.8	None	None	29.15	-28 51 14	0.11	
HD_20782	1	2	3	RV	355.0	None	None	85.131	-28 51 14	0.28	
HD_207832	0	1	2	RV	316.5	None	None	161.97	-26 49 44	0.13	
HD_207832	0	1	2	RV	164.4	None	None	1155.7	-26 49 44	0.27	
HD_20794	1	1	3	RV	661.0	None	None	18.315	-43 30 10	0.0	
HD_20794	1	1	3	RV	508.9	None	None	40.114	-43 30 10	0.0	
HD_20794	1	1	3	RV	388.2	None	None	90.309	-43 30 10	0.0	
HD_208487	0	1	1	RV	391.5	None	None	129.8	-37 45 49	0.21	
HD_208527	1	1	1	RV	877.3	None	None	875.5	+21 14 23	0.08	
HD_20868	1	1	1	RV	185.1	None	None	380.85	-33 43 48	0.75	
HD_209458	0	1	1	transit	1316.1	None	1.38	3.52474859	+18 53 04	0.0004	
HD_210277	1	1	1	RV	240.3	None	None	442.1	-07 32 32	0.472	
HD_210702	0	1	1	RV	454.7	None	None	341.1	+16 02 26	0.152	
HD_212301	0	1	1	RV	1541.3	None	None	2.245715	-77 43 04	0.0	
HD_212771	1	1	1	RV	456.8	None	None	373.3	-17 15 49	0.111	
HD_213240	1	2	1	RV	None	None	None	951	-49 25 59	0.45	
HD_215152	0	1	2	RV	704.7	None	None	7.2825	-06 24 03	0.34	
HD_215152	0	1	2	RV	615.3	None	None	10.866	-06 24 03	0.38	
HD_215456	0	1	2	RV	407.7	None	None	191.99	-48 58 04	0.15	
HD_215456	0	1	2	RV	178.5	None	None	2277	-48 58 04	0.19	
HD_215497	1	1	2	RV	984.3	None	None	3.93404	-56 35 58	0.16	
HD_215497	1	1	2	RV	185.8	None	None	567.94	-56 35 58	0.49	
HD_216435	1	1	1	RV	224.7	None	None	1311	-48 35 53	0.07	
HD_216437	0	1	1	RV	170.2	None	None	1256	-70 04 25	0.29	
HD_216536	0	1	1	RV	None	None	None	148.6	+44 28 39.862	0.38	
HD_216770	0	1	1	RV	338.2	None	None	118.45	-26 39 31	0.37	
HD_21693	0	1	2	RV	581.9	None	None	22.656	-58 19 25	0.26	
HD_21693	0	1	2	RV	436.2	None	None	53.881	-58 19 25	0.24	
HD_217107	0	1	2	RV	959.9	None	None	7.12689	-02 23 42	0.132	
HD_217107	0	1	2	RV	111.1	None	None	4210	-02 23 42	0.517	
HD_217786	0	1	1	RV	190.2	None	None	1319	-00 25 47	0.4	
HD_218566	1	1	1	RV	236.4	None	None	225.7	-02 15 39	0.3	
HD_219077	0	1	1	RV	124.9	None	None	5501	-62 42 00	0.770	
HD_219415	0	1	1	RV	202.3	None	None	2093.3	+56 43 49.15	0.40	
HD_219828	0	1	1	RV	1485.2	None	None	3.8335	+18 38 45	0.0	
HD_220074	1	1	1	RV	965.5	None	None	672.1	+61 58 12	0.14	
HD_220689	0	1	1	RV	149.6	None	None	2209	-20 36 58	0.16	
HD_220773	0	1	1	RV	145.8	None	None	3724.7	+08 38 38	0.51	
HD_221287	1	1	1	RV	259.0	None	None	456.1	-58 12 35	0.08	
HD_222155	0	1	1	RV	145.2	None	None	3999	+48 59 47	0.16	
HD_222582	1	2	1	RV	None	None	None	572.38	-05 59 08	0.725	
HD_224693	0	1	1	RV	718.9	None	None	26.73	-22 25 41	0.05	
HD_22781	0	1	1	RV	167.0	None	None	528.07	+31 49 35	0.8191	
HD_23079	1	1	1	RV	223.8	None	None	626	-52 54 57	0.02	
HD_23127	1	1	1	RV	205.3	None	None	1214	-60 04 40	0.44	
HD_231701	0	1	1	RV	436.6	None	None	141.6	+16 28 27	0.1	
HD_233604	0	1	1	RV	None	None	None	192.00	+53 34 05	0.05	
HD_23596	1	1	1	RV	220.0	None	None	1565	+40 31 50	0.292	
HD_240210	1	1	1	RV	386.6	None	None	501.75	+57 01 46	0.15	
HD_240237	0	1	1	RV	780.9	None	None	745.7	+58 02 36	0.4	
HD_24040	0	1	1	RV	133.9	None	None	3668	+17 28 35	0.04	
HD_25171	0	1	1	RV	169.7	None	None	1845	-65 11 12	0.08	
HD_2638	0	3	1	RV	978.2	None	None	3.4442	-05 54 37.7582	0.0	
HD_27442	1	2	1	RV	None	None	None	415.2	-59 18 07	0.058	
HD_27631	0	1	1	RV	137.7	None	None	2208	-41 57 37	0.12	
HD_27894	0	1	1	RV	548.8	None	None	17.991	-59 24 39	0.049	
HD_28185	0	1	1	RV	241.6	None	None	383	-10 33 02	0.07	
HD_28254	1	1	1	RV	196.8	None	None	1116	-50 37 20	0.81	
HD_285507	0	1	1	RV	None	None	None	6.0881	+15 20 06	0.086	
HD_28678	0	1	1	RV	499.6	None	None	387.1	+04 34 48	0.168	
HD_290327	0	1	1	RV	132.1	None	None	2443	-02 16 39	0.08	
HD_2952	0	1	1	RV	None	None	None	311.6	+54 53 41	0.129	
HD_30177	0	1	1	RV	153.5	None	None	1620	-58 01 14	0.22	
HD_30562	1	1	1	RV	208.7	None	None	1159	-05 40 27	0.778	
HD_30669	0	1	1	RV	None	None	None	1684	-28 25 09.46	0.18	
HD_30856	1	1	1	RV	317.2	None	None	912	-24 21 36	0	
HD_31253	1	1	1	RV	304.4	None	None	466	+12 21 08	0.3	
HD_31527	1	1	3	RV	770.9	None	None	16.546	-23 14 31	0.13	
HD_31527	1	1	3	RV	528.8	None	None	51.284	-23 14 31	0.11	
HD_31527	1	1	3	RV	299.2	None	None	274.49	-23 14 31	0.38	
HD_32518	0	1	1	RV	840.5	None	None	157.54	+69 38 22	0.01	
HD_330075	0	1	1	RV	1023.2	None	None	3.38773	-49 57 48	0.0	
HD_33142	0	1	1	RV	442.1	None	None	326.6	-13 59 11.3	0	
HD_33283	0	1	1	RV	695.7	None	None	18.179	-26 47 50	0.48	
HD_33564	1	1	1	RV	273.5	None	None	388	+79 13 52	0.34	
HD_34445	1	1	1	RV	209.1	None	None	1049	+07 21 12	0.27	
HD_3651	0	1	2	RV	405.0	None	None	62.23	+21 15 01	0.63	
HD_3651	0	1	2	RV	None	None	None	31.08	+21 15 01	0.04	
HD_37124	1	1	3	RV	306.6	None	None	154.378	+20 43 50	0.054	
HD_37124	1	1	3	RV	171.1	None	None	885.5	+20 43 50	0.125	
HD_37124	1	1	3	RV	133.5	None	None	1862	+20 43 50	0.16	
HD_37605	0	1	2	RV	413.9	None	None	55.01307	+06 03 38	0.6767	
HD_37605	0	1	2	RV	116.7	None	None	2720	+06 03 38	0.013	
HD_38283	1	1	1	RV	309.9	None	None	363.2	-73 41 58	0.41	
HD_38529	1	2	2	RV	None	None	None	14.3104	+01 10 05	0.248	
HD_38529	1	2	2	RV	None	None	None	2134.76	+01 10 05	0.36	
HD_38801	1	1	1	RV	280.9	None	None	696.3	-08 19 40	0.0	
HD_38858	1	1	1	RV	237.2	None	None	407.15	-04 05 41	0.27	
HD_39091	0	1	1	RV	202.4	None	None	2049	-80 28 08	0.61	
HD_39194	0	1	3	RV	881.3	None	None	5.6363	-70 08 37	0.2	
HD_39194	0	1	3	RV	651.2	None	None	14.025	-70 08 37	0.11	
HD_39194	0	1	3	RV	484.1	None	None	33.941	-70 08 37	0.2	
HD_40307	1	1	6	RV	804.5	None	None	4.3123	-60 01 24	0.2	
HD_40307	1	1	6	RV	617.1	None	None	9.6184	-60 01 24	0.06	
HD_40307	1	1	6	RV	479.9	None	None	20.432	-60 01 24	0.07	
HD_40307	1	1	6	RV	401.2	None	None	34.62	-60 01 24	0.15	
HD_40307	1	1	6	RV	351.1	None	None	51.76	-60 01 24	0.02	
HD_40307	1	1	6	RV	224.0	None	None	197.8	-60 01 24	0.29	
HD_40979	1	3	1	RV	None	None	None	263.1	+44 15 37	0.25	
HD_41004	0	3	1	RV	174.8	None	None	963	-48 14 23	0.74	
HD_4113	1	1	1	RV	218.9	None	None	526.62	-37 58 57	0.903	
HD_41248	0	1	2	RV	None	None	None	18.357	-56 09 43	0.15	
HD_41248	0	1	2	RV	None	None	None	25.648	-56 09 43		
HD_4203	1	1	2	RV	263.9	None	None	437.05	+20 26 56	0.52	
HD_4203	1	1	2	RV	None	None	None	6700	+20 26 56	0.24	
HD_4208	0	1	1	RV	173.7	None	None	829	-26 30 56	0.04	
HD_4308	0	1	1	RV	685.9	None	None	15.609	-65 38 58	0.27	
HD_4313	0	1	1	RV	450.4	None	None	356	+07 50 42	0.041	
HD_43197	1	1	1	RV	239.6	None	None	327.8	-29 53 50	0.83	
HD_43691	0	1	1	RV	762.5	None	None	36.96	+41 05 32	0.14	
HD_44219	1	1	1	RV	260.2	None	None	472.3	-10 43 30	0.61	
HD_45184	0	1	1	RV	1045.8	None	None	5.8872	-28 46 48	0.3	
HD_45350	1	1	1	RV	197.0	None	None	890.76	+38 57 46	0.778	
HD_45364	2	1	2	RV	273.1	None	None	226.93	-31 28 51	0.1684	
HD_45364	2	1	2	RV	238.3	None	None	342.85	-31 28 51	0.0974	
HD_45652	0	1	1	RV	472.4	None	None	43.6	+10 56 02	0.38	
HD_46375	0	2	1	RV	1132.0	None	None	3.024	+05 27 46	0.04	
HD_47186	0	1	2	RV	1123.6	None	None	4.0845	-27 37 20	0.038	
HD_47186	0	1	2	RV	161.7	None	None	1353.6	-27 37 20	0.249	
HD_4732	1	1	2	RV	None	None	None	360.2	-24 08 12	0.13	
HD_4732	1	1	2	RV	None	None	None	2732	-24 08 12	0.23	
HD_47536	1	1	2	RV	735.5	None	None	430	-32 20 23	0.2	
HD_47536	1	1	2	RV	None	None	None	2500	-32 20 23	None	
HD_48265	1	1	1	RV	291.4	None	None	700	-48 32 31	0.18	
HD_49674	0	1	1	RV	969.8	None	None	4.9437	+40 52 03	0.23	
HD_50499	0	1	1	RV	155.1	None	None	2482.7	-33 54 56	0.23	
HD_50554	0	1	1	RV	173.7	None	None	1293	+24 14 44	0.5	
HD_51608	0	1	2	RV	701.2	None	None	14.07	-55 15 34	0.15	
HD_51608	0	1	2	RV	367.1	None	None	95.415	-55 15 34	0.41	
HD_52265	0	1	1	RV	426.0	None	None	119.6	-05 22 01	0.35	
HD_5319	2	1	2	RV	303.8	None	None	641	+00 47 22.40	0.02	
HD_5319	2	1	2	RV	None	None	None	886	+00 47 22.40	0.15	
HD_5608	1	1	1	RV	None	None	None	792.6	+33 57 03.1843	0.190	
HD_564	1	1	1	RV	None	None	None	492.3	-50 16 04.16	0.096	
HD_5891	0	1	1	RV	731.8	None	None	177.11	+20 17 56	0.066	
HD_59686	1	1	1	RV	728.2	None	None	303	+17 05 09	None	
HD_60532	1	1	2	RV	497.4	None	None	201.83	-22 17 46	0.278	
HD_60532	1	1	2	RV	348.9	None	None	607.06	-22 17 46	0.038	
HD_62509	1	1	1	RV	482.6	None	None	589.64	+28 01 34	0.02	
HD_63454	0	1	1	RV	926.7	None	None	2.818049	-78 16 44	0.00002	
HD_63765	1	1	1	RV	222.6	None	None	358	-54 15 51	0.24	
HD_6434	0	1	1	RV	518.2	None	None	21.998	-39 29 17	0.17	
HD_65216	1	1	2	RV	193.9	None	None	613.1	-63 38 50	0.41	
HD_65216	1	1	2	RV	None	None	None	5542	-63 38 50	0.15	
HD_66141	1	1	1	RV	801.4	None	None	480.5	+02 20 04	0.07	
HD_66428	0	1	1	RV	151.0	None	None	1973	-01 09 45	0.465	
HD_67087	0	1	2	RV	None	None	None	352.2	+31 33 04.7381	0.17	
HD_67087	0	1	2	RV	None	None	None	2374	+31 33 04.7381	0.76	
HD_6718	0	1	1	RV	135.5	None	None	2496	-08 14 01	0.1	
HD_68988	0	1	1	RV	1017.7	None	None	6.276	+61 27 38	0.14	
HD_69830	1	1	3	RV	801.2	None	None	8.667	-12 37 55	0.1	
HD_69830	1	1	3	RV	520.3	None	None	31.56	-12 37 55	0.13	
HD_69830	1	1	3	RV	282.9	None	None	197	-12 37 55	0.07	
HD_70573	1	1	1	RV	167.4	None	None	851.8	+01 51 34	0.4	
HD_70642	0	1	1	RV	126.1	None	None	2231	-39 42 19	0.1	
HD_7199	1	1	1	RV	199.1	None	None	615	-66 11 17	0.19	
HD_72659	0	1	1	RV	139.5	None	None	3658	-01 34 05	0.22	
HD_73256	0	1	1	RV	1204.5	None	None	2.54858	-30 02 15	0.029	
HD_73267	0	1	1	RV	160.6	None	None	1260	-34 27 36	0.256	
HD_73526	1	1	2	RV	369.5	None	None	189.65	-41 19 08	0.265	
HD_73526	1	1	2	RV	293.3	None	None	376.93	-41 19 08	0.198	
HD_73534	1	1	1	RV	200.2	None	None	1800	+12 57 37	0.046	
HD_74156	0	1	2	RV	602.9	None	None	51.65	+04 34 41	0.64	
HD_74156	0	1	2	RV	180.3	None	None	2476	+04 34 41	0.43	
HD_7449	0	1	2	RV	166.9	None	None	1275	-05 02 51	0.82	
HD_7449	0	1	2	RV	117.6	None	None	4046	-05 02 51	0.53	
HD_75289	0	2	1	RV	None	None	None	3.5098	-41 44 12	0.024	
HD_75784	0	1	1	RV	None	None	None	341.7	+13 14 00.37	0.13	
HD_75898	1	1	1	RV	307.6	None	None	418.2	+33 03 25	0.1	
HD_76700	0	1	1	RV	1315.4	None	None	3.971	-66 48 03	0.0	
HD_77338	0	1	1	RV	896.4	None	None	5.7361	-25 31 37	0.0	
HD_7924	0	1	3	RV	825.9	None	None	5.39792	+76 42 37.0335	0.17	
HD_7924	0	1	3	RV	583.6	None	None	15.299	+76 42 37.0335	0.10	
HD_7924	0	1	3	RV	499	None	None	24.451	+76 42 37.0335	0.20	
HD_79498	0	1	1	RV	149.6	None	None	1966	+23 22 32	0.59	
HD_80606	0	2	1	RV	339.6	None	0.921	111.43637	+50 36 13	0.93366	
HD_81040	0	1	1	RV	164.2	None	None	1001.7	+20 21 52	0.526	
HD_81688	0	1	1	RV	839.6	None	None	184.02	+45 36 05	0.0	
HD_82886	1	1	1	RV	382.7	None	None	705	+09 32 43	0	
HD_82943	1	1	2	RV	250.5	None	None	442.4	-12 07 46	0.203	
HD_82943	1	1	2	RV	314.7	None	None	219.3	-12 07 46	0.425	
HD_83443	0	1	1	RV	1218.5	None	None	2.985625	-43 16 19	0.008	
HD_8535	0	1	1	RV	188.3	None	None	1313	-41 16 11	0.15	
HD_85390	0	1	1	RV	166.3	None	None	788	-49 47 25	0.41	
HD_85512	0	1	1	RV	297.4	None	None	58.43	-43 30 10	0.11	
HD_8574	0	1	1	RV	355.7	None	None	227.55	+28 34 00	0.288	
HD_86081	0	1	1	RV	1486.6	None	None	2.1375	-03 48 30	0.008	
HD_86226	0	1	1	RV	154.0	None	None	1695	-24 05 58	0.15	
HD_86264	1	1	1	RV	214.2	None	None	1475	-15 53 42	0.7	
HD_8673	1	2	1	RV	194.3	None	None	1634	+34 34 46	0.723	
HD_87883	0	1	1	RV	None	None	None	2754	+34 14 32	0.53	
HD_88133	0	1	1	RV	1550.6	None	None	3.416	+18 11 12	0.133	
HD_89307	0	1	1	RV	146.5	None	None	2199	+12 37 15	0.25	
HD_89744	0	2	1	RV	None	None	None	256	+41 13 46	0.7	
HD_90156	0	1	1	RV	621.4	None	None	49.77	-29 38 44	0.31	
HD_92788	1	1	1	RV	245.9	None	None	325.81	-02 11 01	0.334	
HD_93083	1	1	1	RV	292.3	None	None	143.58	-33 34 37	0.14	
HD_93385	0	1	2	RV	851.8	None	None	13.186	-41 27 52	0.15	
HD_93385	0	1	2	RV	560.1	None	None	46.025	-41 27 52	0.24	
HD_9446	0	1	2	RV	586.1	None	None	30.052	+29 15 55	0.2	
HD_9446	0	1	2	RV	315.8	None	None	192.9	+29 15 55	0.06	
HD_95086	0	1	1	imaging	1000	None	None	None	-68 40 02	None	
HD_95089	0	1	1	RV	396.7	None	None	507	+01 43 45	0.157	
HD_95127	1	1	1	RV	None	None	None	482	+43 48 52.0823	0.11	
HD_9578	1	1	1	RV	None	None	None	494	-38 14 42	None	
HD_96063	1	1	1	RV	481.5	None	None	361.1	-02 13 35	0.	
HD_96127	1	1	1	RV	910.1	None	None	647.3	+44 18 06	0.3	
HD_96167	1	1	1	RV	293.2	None	None	498.9	-10 17 29	0.71	
HD_96700	0	1	2	RV	1001.4	None	None	8.1256	-30 10 28	0.1	
HD_96700	0	1	2	RV	425.4	None	None	103.49	-30 10 28	0.37	
HD_97658	0	1	1	transit	757	None	0.213245	9.4903	+25 42 37	0.078	
HD_98219	1	1	1	RV	419.8	None	None	436.9	-23 58 31	0	
HD_98649	0	1	1	RV	None	None	None	4951	-23 13 02	0.85	
HD_99109	1	1	1	RV	231.3	None	None	439.3	-01 31 44	0.09	
HD_99706	1	1	1	RV	342.5	None	None	868	+43 58 00	0.365	
HIP_116454	0	1	1	transit	690	None	0.230560	9.1205	+00 26 43.86	0.205	
HIP_11952	1	1	2	RV	372.6	None	None	290	-12 23 03	0.27	
HIP_11952	1	1	2	RV	1263.2	None	None	6.95	-12 23 03	0.35	
HIP_12961	0	1	1	RV	393.0	None	None	57.435	-23 05 12	0.16	
HIP_13044	0	1	1	RV	2011.0	None	None	16.2	-36 06 27	0.25	
HIP_14810	1	1	3	RV	918.2	None	None	6.673855	+21 05 50	0.1427	
HIP_14810	1	1	3	RV	327.0	None	None	147.73	+21 05 50	0.164	
HIP_14810	1	1	3	RV	175.6	None	None	962	+21 05 50	0.173	
HIP_5158	1	1	2	RV	168.8	None	None	345.63	-22 27 11	0.54	
HIP_5158	1	1	2	RV	None	None	None	9018	-22 27 11	0.14	
HIP_57050	1	1	1	RV	218.6	None	None	41.397	+42 45 07	0.314	
HIP_57274	1	1	3	RV	636.3	None	None	8.1352	+30 57 33	0.187	
HIP_57274	1	1	3	RV	399.8	None	None	32.03	+30 57 33	0.05	
HIP_57274	1	1	3	RV	167.1	None	None	431.7	+30 57 33	0.27	
HIP_63242	0	1	1	RV	None	None	None	124.6	-65 38 47	0.23	
HIP_67851	0	1	2	RV	None	None	None	89.09	-35 18 51.7033	0.06	
HIP_67851	0	1	2	RV	None	None	None	2203	-35 18 51.7033	0.07	
HIP_70849	0	2	1	RV	None	None	None	10000	-46 27 50	0.6	
HIP_75458	0	1	1	RV	598.2	None	None	510.702	+58 57 57	0.713	
HIP_78530	0	1	1	imaging	2800	None	None	None	-21 58 49	None	
HIP_79431	1	1	1	RV	146.8	None	None	111.7	-18 52 32	0.29	
HIP_91258	0	1	1	RV	None	None	None	5.0505	+61 42 09.0124	0.024	
HIP_97233	1	1	1	RV	None	None	None	1058.8	-00 41 47.93	0.61	
HN_Peg	1	1	1	imaging	1130	None	1.05	None	+14 46 19	None	
